Final list. Count: 1000
0 | 3200
1 | 1280400
2 | 512160400
3 | 204864160400
4 | 81945664160400
5 | 32778265664160400
6 | 13111306265664160400
7 | 5244522506265664160400
8 | 2097809002506265664160400
9 | 2904171905749603188545996
10 | 2985631786688252903168384
11 | 2776665374040034341315176
12 | 1172397285022870627052996
13 | 4392564510950105001413020
14 | 2604649216258414586958572
15 | 3417258213275861774496280
16 | 531669139173692681495400
17 | 4979170011459077996373816
18 | 2230931438406197627150048
19 | 1498281618875547699724516
20 | 3574622899588516426787388
21 | 3357192552704028844789852
22 | 3832837233863941141264540
23 | 2798683433864917334757360
24 | 4514134750291383935458528
25 | 2043366770607831588949160
26 | 2989225005114709377922268
27 | 4213952744622624242868776
28 | 2211266726167004059345856
29 | 4563369652567488714983852
30 | 5340868286995691193674556
31 | 4807593571249690767276280
32 | 4651679395552198878220532
33 | 2406360228086968009070080
34 | 618473450282807577652432
35 | 1442489202312247979910140
36 | 3119602133007364774909260
37 | 1709939254837942352984896
38 | 789893849591432635450300
39 | 4424811349546062277440524
40 | 4572411725271956861024036
41 | 3492210904098265541280088
42 | 3185313144711779052678260
43 | 666911613180233118244556
44 | 4421294967228412011355536
45 | 3165858798211850427028836
46 | 3816145942578150995411092
47 | 1587653384233543061846228
48 | 1064923789993872796195712
49 | 5127058216828445206243964
50 | 1265862474621556822060500
51 | 3520235097631794525138144
52 | 3464017628754004458964524
53 | 2838975936376714263388796
54 | 4234676360956103182628724
55 | 5035226794873895894856988
56 | 2791698945594620746546576
57 | 1720339442172748651144928
58 | 4949968783513951899463100
59 | 1481413189725126999799784
60 | 2292737704104920525362656
61 | 4358842039625970710895444
62 | 46633615974066516864308
63 | 2256986995572554540319396
64 | 989531556048944830527580
65 | 2297596962280679281331504
66 | 837058845244789029966576
67 | 1428863752149883810078652
68 | 3134908532746380910782128
69 | 2367012685759712633664028
70 | 1275915913434709620635836
71 | 2076124158208229886804476
72 | 5161207115904660383112532
73 | 3994449175738259432551564
74 | 1857622607376025027950144
75 | 5208370217977661936868820
76 | 997744146200144661194492
77 | 117146558075927479628236
78 | 3134731512893519303550256
79 | 2296204744615069740915228
80 | 280171779000972863456176
81 | 2758982306695464013109440
82 | 5030143276564107481694732
83 | 758291621679255481644176
84 | 2714893114044568891927060
85 | 3790925610260111214146936
86 | 2430493386386998693119964
87 | 4806250305610397129137964
88 | 4114373139834743622894132
89 | 637830063807544548764732
90 | 3719648147522352356362072
91 | 1246940614706875921514704
92 | 1416977596444118375287812
93 | 3845932715124891062914196
94 | 2571389473560201926151692
95 | 1044334063360165588680416
96 | 2356654028030246268593632
97 | 2597939286332847660945504
98 | 733286243049091369269080
99 | 3643714591348292078824796
100 | 3666436933190869317412712
101 | 1824400740852396615642976
102 | 2850596537895665150937756
103 | 3417430503851774133744656
104 | 600585369538636380845800
105 | 5218229834013137394193476
106 | 4941590560390327591056892
107 | 3595610404960087705784652
108 | 821221771963172306759316
109 | 559520904187878595642720
110 | 5188903087764075518365680
111 | 4141864990134945396874628
112 | 703597254518886004026996
113 | 2699092108635514118927332
114 | 2936009911322886082723804
115 | 4789861086632042437355448
116 | 3024172013177550978355800
117 | 1796296575705212210877372
118 | 2539903408391271381632292
119 | 4846367389841999986324620
120 | 3764747438421834292152328
121 | 2890197580445598032212900
122 | 2861388129770874438398052
123 | 2268580789250805049394988
124 | 161562562664464392296312
125 | 4504673954254232165376452
126 | 3724534820431807624586828
127 | 3201609778488983211417104
128 | 1720078659377212545314088
129 | 4845655665299509567127100
130 | 3480057621425666613144328
131 | 3789486540356891866842328
132 | 1854865425099259771276764
133 | 4105497307271559267516820
134 | 2552983503218486466308000
135 | 4612918856043349788139752
136 | 3298603818601384182162284
